age,gender,height_cm,current_weight,bmi,goal,daily_water_ml,weekly_workouts,weekly_workout_duration,weekly_calories_burned,predicted_weight_after_30_days
50,Male,145,111.7,53.1,General Fitness,1464,3,120,1680,112.0
24,Male,156,99.5,40.9,Weight Loss,1975,1,54,755,97.5
29,Male,149,72.5,32.7,General Fitness,3616,1,112,496,72.9
47,Male,168,42.5,15.1,Maintenance,3025,5,555,2755,42.6
38,Male,150,115.0,51.1,Weight Loss,2028,0,0,0,113.5
48,Male,169,61.5,21.5,Weight Loss,1525,6,348,4026,58.5
41,Female,145,123.4,58.7,Maintenance,3327,3,327,1782,123.7
37,Male,169,82.0,28.7,Maintenance,3546,0,0,0,81.7
54,Female,145,97.7,46.5,Muscle Gain,1835,5,185,4130,98.9
21,Female,176,127.3,41.1,Maintenance,3483,1,35,412,127.6
45,Male,186,126.4,36.5,Maintenance,3863,6,444,4374,127.3
37,Female,186,77.2,22.3,Maintenance,2239,2,164,1188,77.6
41,Male,147,60.9,28.2,Weight Loss,3734,2,100,452,58.7
49,Female,193,117.5,31.5,Muscle Gain,3875,4,344,2592,118.7
58,Male,163,83.3,31.4,Weight Loss,4016,7,735,4459,79.7
53,Female,187,59.2,16.9,Maintenance,2538,2,70,968,58.6
51,Female,173,130.4,43.6,Muscle Gain,2910,5,460,4300,130.7
53,Male,194,59.8,15.9,Maintenance,4208,7,245,6972,59.4
19,Female,146,42.6,20.0,Weight Loss,3659,5,410,4240,41.9
32,Male,153,42.0,17.9,Weight Loss,3642,5,165,1940,40.2
51,Male,200,102.2,25.6,Maintenance,2303,3,114,2703,102.2
53,Male,161,106.2,41.0,Muscle Gain,1131,4,392,1592,107.6
23,Male,190,71.1,19.7,Weight Loss,1392,3,309,903,68.7
56,Male,180,72.0,22.2,Maintenance,1480,6,606,4068,72.2
59,Female,161,73.9,28.5,General Fitness,4584,7,812,5614,74.4
29,Female,193,108.0,29.0,Maintenance,3675,2,66,846,107.5
20,Female,156,45.8,18.8,Maintenance,3034,6,522,4296,46.3
35,Male,164,132.9,49.4,Muscle Gain,3466,7,462,5082,134.3
57,Female,194,62.3,16.6,Maintenance,2225,7,700,4480,61.9
38,Female,147,140.0,64.8,General Fitness,3699,2,70,1432,140.3
32,Female,187,57.2,16.4,Maintenance,3705,1,80,429,57.1
50,Female,194,117.2,31.1,General Fitness,1461,3,324,939,116.9
52,Female,148,62.3,28.4,Weight Loss,2801,0,0,0,61.9
43,Male,161,48.1,18.6,Maintenance,4273,6,258,2298,48.7
25,Male,194,127.5,33.9,Muscle Gain,4985,1,40,924,128.1
53,Female,181,125.9,38.4,Maintenance,1151,3,117,2874,127.4
47,Male,190,80.4,22.3,General Fitness,4968,7,630,1631,78.8
40,Male,186,110.2,31.9,General Fitness,3269,5,550,2475,111.0
59,Female,159,95.7,37.9,Muscle Gain,1078,4,168,2608,97.3
31,Female,177,125.3,40.0,General Fitness,2223,6,378,5442,125.5
31,Male,160,71.5,27.9,Maintenance,2785,3,267,2112,71.4
19,Female,155,92.4,38.5,General Fitness,3146,4,320,2420,91.3
54,Male,199,88.5,22.3,Maintenance,3024,6,204,1956,88.9
22,Male,164,75.4,28.0,Maintenance,3959,4,412,1364,75.8
55,Female,182,129.1,39.0,General Fitness,3260,6,366,5082,128.8
58,Male,168,56.6,20.1,Muscle Gain,4214,2,82,654,57.2
31,Male,198,55.0,14.0,Weight Loss,3749,0,0,0,54.1
56,Male,160,97.7,38.2,Muscle Gain,4460,6,252,5574,98.7
42,Female,174,105.7,34.9,Weight Loss,2836,7,798,5775,100.9
37,Female,178,59.5,18.8,Muscle Gain,2397,3,249,1647,59.9
19,Female,145,79.1,37.6,Maintenance,2075,0,0,0,79.3
56,Female,168,134.7,47.7,Maintenance,4014,4,280,2648,133.8
23,Male,168,64.7,22.9,General Fitness,2647,2,154,886,64.1
34,Female,153,106.8,45.6,Weight Loss,3182,6,480,4578,103.9
42,Female,166,114.0,41.4,Weight Loss,1410,0,0,0,112.5
45,Female,156,84.8,34.8,General Fitness,3008,1,79,432,85.0
19,Female,161,133.8,51.6,Muscle Gain,2493,4,420,2852,134.9
52,Male,169,113.7,39.8,General Fitness,2135,1,75,200,113.9
54,Male,172,85.8,29.0,Muscle Gain,2548,5,335,2190,87.1
22,Male,159,96.9,38.3,General Fitness,1784,0,0,0,97.0
18,Female,174,109.3,36.1,Weight Loss,4816,0,0,0,109.1
57,Female,195,99.2,26.1,Weight Loss,2067,0,0,0,98.0
29,Male,171,127.9,43.7,Muscle Gain,2420,5,155,4075,129.0
53,Female,166,75.7,27.5,Weight Loss,3009,7,742,4319,73.3
40,Female,154,70.0,29.5,Weight Loss,2608,3,126,1941,68.0
48,Male,175,61.4,20.0,Weight Loss,3308,4,344,2148,59.1
28,Male,171,43.8,15.0,Weight Loss,1742,4,252,1904,41.2
27,Female,156,44.3,18.2,Maintenance,3592,6,288,1254,45.7
20,Female,190,127.0,35.2,General Fitness,3435,6,228,3240,127.3
31,Female,175,107.8,35.2,General Fitness,4547,6,372,1818,107.6
33,Male,176,106.1,34.3,Maintenance,4481,4,224,2176,106.3
27,Male,176,101.5,32.8,Weight Loss,4651,3,222,1707,98.8
46,Male,185,124.9,36.5,General Fitness,3063,7,217,2779,124.5
27,Male,189,88.0,24.6,General Fitness,3020,0,0,0,88.1
29,Female,179,127.0,39.6,General Fitness,1661,0,0,0,126.7
47,Male,197,75.9,19.6,Muscle Gain,2827,5,430,2685,76.8
58,Male,190,132.7,36.8,Maintenance,3149,1,86,741,132.9
18,Female,165,109.9,40.4,Muscle Gain,4257,3,135,1968,110.2
22,Female,154,65.7,27.7,Muscle Gain,1950,2,216,1450,66.3
37,Female,160,96.4,37.7,Maintenance,3978,3,105,2847,96.4
25,Male,151,93.3,40.9,General Fitness,1024,5,215,3175,94.1
60,Female,148,53.8,24.6,Muscle Gain,4143,7,392,3955,54.7
29,Female,171,99.1,33.9,General Fitness,2616,1,67,600,98.9
18,Male,196,71.5,18.6,Muscle Gain,4644,1,48,773,72.6
37,Male,199,45.2,11.4,General Fitness,1017,6,396,4086,45.4
45,Female,169,134.9,47.2,Weight Loss,4825,6,198,1854,132.7
60,Male,175,104.1,34.0,Weight Loss,1569,1,87,605,101.9
54,Female,155,127.7,53.2,Weight Loss,2016,0,0,0,127.3
54,Female,192,107.6,29.2,Maintenance,2355,2,76,718,107.3
29,Male,164,75.7,28.1,Weight Loss,4960,1,69,254,73.9
54,Female,180,91.3,28.2,Muscle Gain,2592,4,176,3840,92.2
45,Male,198,107.6,27.4,General Fitness,4168,0,0,0,108.1
32,Male,198,136.0,34.7,General Fitness,4798,7,833,5131,135.8
23,Male,199,65.4,16.5,General Fitness,1830,7,567,4347,66.1
37,Female,161,127.5,49.2,General Fitness,2035,2,94,1628,128.1
31,Male,189,132.4,37.1,Muscle Gain,4082,4,328,1852,133.1
19,Male,155,107.0,44.5,General Fitness,2932,2,176,1894,107.9
26,Female,174,133.1,44.0,Muscle Gain,3210,5,415,2160,134.8
54,Female,179,79.8,24.9,Muscle Gain,2306,2,140,1758,81.9
37,Female,185,135.3,39.5,General Fitness,2752,4,356,1728,136.6
43,Female,182,110.3,33.3,General Fitness,1871,3,351,2148,110.3
46,Male,166,44.2,16.0,General Fitness,1834,2,66,488,43.4
18,Male,197,130.7,33.7,Muscle Gain,4312,3,342,2271,131.1
52,Male,187,88.4,25.3,Maintenance,1856,2,136,1750,88.9
23,Female,192,86.0,23.3,Muscle Gain,4116,5,180,4400,88.6
54,Female,195,96.6,25.4,Maintenance,1969,4,208,2540,96.8
22,Male,171,54.9,18.8,General Fitness,1592,2,228,1068,54.7
50,Female,181,86.9,26.5,Muscle Gain,1254,1,92,603,88.7
31,Female,190,123.1,34.1,General Fitness,3114,5,470,1815,122.0
29,Male,193,41.5,11.1,Maintenance,3965,1,70,455,40.8
59,Male,179,67.3,21.0,Maintenance,3661,7,826,1855,68.1
37,Female,148,40.2,18.4,Muscle Gain,4021,7,511,6797,42.0
41,Female,160,81.6,31.9,Muscle Gain,1602,5,370,1435,83.0
60,Female,160,112.8,44.1,Muscle Gain,2065,5,490,2195,114.5
51,Male,165,119.9,44.0,Muscle Gain,2811,6,480,3060,121.3
42,Male,170,134.5,46.5,Weight Loss,2839,2,188,1540,131.3
46,Male,180,100.9,31.1,Weight Loss,2809,4,332,3524,98.3
56,Male,163,65.5,24.7,General Fitness,3431,6,510,2742,65.3
48,Male,161,132.4,51.1,Maintenance,4660,4,444,3028,132.3
60,Female,189,117.5,32.9,Maintenance,2257,0,0,0,117.3
40,Female,170,97.4,33.7,General Fitness,1965,4,476,2532,96.8
55,Female,166,109.6,39.8,General Fitness,2737,3,207,984,108.8
37,Male,199,132.4,33.4,General Fitness,1484,2,174,1960,131.8
40,Male,200,111.2,27.8,Weight Loss,4804,1,44,525,110.0
33,Male,172,76.8,26.0,General Fitness,4845,4,192,3956,76.1
59,Female,145,111.3,52.9,Maintenance,1038,1,39,216,111.8
25,Male,188,44.0,12.4,General Fitness,1010,0,0,0,43.6
38,Male,180,78.6,24.3,Muscle Gain,1623,2,90,1082,78.8
18,Female,187,80.6,23.0,Maintenance,1408,4,288,3308,80.7
25,Male,181,56.7,17.3,Maintenance,3155,6,360,5820,56.5
46,Female,146,42.3,19.8,Maintenance,3027,1,45,448,42.2
49,Male,161,53.3,20.6,Weight Loss,2117,6,654,5454,50.1
55,Male,184,105.5,31.2,Weight Loss,4894,5,285,4690,101.1
22,Female,182,120.2,36.3,Maintenance,3131,6,546,2256,120.2
39,Female,165,138.8,51.0,Muscle Gain,3105,4,196,3816,139.6
51,Female,153,74.6,31.9,Maintenance,4364,0,0,0,74.5
18,Female,157,99.9,40.5,Weight Loss,4087,6,528,4164,95.8
43,Female,155,133.7,55.7,Muscle Gain,4038,5,190,1170,134.6
60,Female,160,56.7,22.1,Maintenance,4548,1,39,606,57.1
27,Male,160,111.8,43.7,Weight Loss,3885,1,74,846,109.5
47,Male,146,115.5,54.2,Muscle Gain,1604,2,222,418,116.0
35,Female,186,48.9,14.1,General Fitness,1968,6,264,5364,48.7
34,Male,188,126.1,35.7,General Fitness,1164,6,354,5478,126.8
43,Female,152,121.3,52.5,Maintenance,1436,2,154,1460,121.2
25,Male,187,43.3,12.4,General Fitness,3774,1,69,734,44.1
57,Female,186,49.1,14.2,Weight Loss,2679,5,560,1470,46.8
29,Male,157,44.9,18.2,Muscle Gain,2809,7,721,5425,45.1
44,Male,161,73.5,28.4,Maintenance,3450,6,438,3894,72.4
25,Male,183,90.9,27.1,Muscle Gain,2409,7,525,2933,91.5
42,Male,168,93.2,33.0,Muscle Gain,2977,2,70,590,94.0
21,Male,147,66.8,30.9,Muscle Gain,2161,7,371,6832,67.6
50,Female,174,131.2,43.3,Weight Loss,3763,1,102,580,130.3
18,Female,196,76.8,20.0,Maintenance,1813,5,180,4340,75.2
36,Female,157,44.6,18.1,General Fitness,3769,3,105,1218,44.6
48,Male,163,70.0,26.3,Muscle Gain,3578,4,248,3940,71.3
33,Female,151,93.1,40.8,Muscle Gain,2829,6,684,2670,93.4
31,Male,153,80.8,34.5,Muscle Gain,1292,3,201,2730,81.7
22,Male,163,67.4,25.4,Weight Loss,2498,3,219,2988,64.9
58,Male,189,53.1,14.9,General Fitness,4070,4,184,2836,52.3
43,Female,198,121.9,31.1,Muscle Gain,4951,1,60,282,123.2
45,Male,184,139.6,41.2,Weight Loss,1461,7,462,3612,136.1
19,Female,166,73.0,26.5,Weight Loss,4884,1,40,844,72.2
23,Female,162,78.2,29.8,Muscle Gain,4444,2,68,608,79.1
26,Male,167,101.8,36.5,Muscle Gain,4233,0,0,0,101.8
50,Male,146,111.8,52.4,Weight Loss,3689,1,105,948,111.1
58,Female,194,79.2,21.0,Weight Loss,3091,7,224,5460,75.1
42,Female,194,130.5,34.7,Muscle Gain,4936,4,340,3580,131.0
30,Female,155,96.0,40.0,Weight Loss,2106,0,0,0,94.3
26,Female,175,85.0,27.8,Weight Loss,3939,4,268,1516,83.3
30,Female,177,104.7,33.4,Muscle Gain,3683,4,332,3928,106.0
48,Female,158,135.3,54.2,Muscle Gain,3586,4,124,3204,135.6
58,Male,160,119.5,46.7,Maintenance,4887,6,714,4794,120.4
28,Female,155,44.0,18.3,General Fitness,3909,6,186,1692,44.0
21,Female,177,73.2,23.4,Muscle Gain,3566,0,0,0,74.3
51,Female,151,87.1,38.2,Muscle Gain,2434,3,207,2454,88.4
55,Female,175,71.5,23.3,Muscle Gain,4412,7,217,4900,73.4
21,Male,192,110.0,29.8,General Fitness,1710,6,654,3282,110.7
55,Male,190,122.6,34.0,Maintenance,2647,5,430,2355,122.6
36,Female,191,113.1,31.0,Weight Loss,1088,4,304,2120,110.7
23,Female,158,138.9,55.6,General Fitness,2663,7,455,5663,138.4
51,Female,172,67.3,22.7,Muscle Gain,4301,6,198,5658,68.6
35,Male,197,127.5,32.9,Muscle Gain,2041,2,208,1536,128.8
30,Male,187,116.7,33.4,Maintenance,4872,1,53,860,116.9
58,Male,160,76.2,29.8,Maintenance,3720,5,555,2940,75.9
40,Male,163,113.4,42.7,Maintenance,3911,7,637,6622,112.5
36,Male,161,50.4,19.4,Weight Loss,3937,1,31,336,48.4
28,Male,170,118.9,41.1,General Fitness,4352,1,44,978,119.2
18,Female,150,93.2,41.4,General Fitness,2933,0,0,0,92.8
41,Male,187,69.2,19.8,Maintenance,1421,2,156,1120,70.0
24,Male,193,105.6,28.3,Weight Loss,4749,2,232,962,102.5
42,Female,153,104.2,44.5,General Fitness,4843,5,320,2005,104.6
38,Male,194,60.9,16.2,Muscle Gain,1875,2,152,1886,62.3
32,Female,161,43.0,16.6,Muscle Gain,3749,2,106,1460,43.6
18,Male,175,83.4,27.2,Muscle Gain,1337,7,784,1505,84.2
29,Female,156,97.0,39.9,General Fitness,1265,2,178,1534,97.7
24,Female,167,127.7,45.8,Maintenance,3850,5,530,1565,128.4
32,Female,198,132.8,33.9,Muscle Gain,2378,3,231,801,133.7
38,Female,198,92.9,23.7,Maintenance,3407,2,104,1578,93.4
36,Female,149,115.4,52.0,Weight Loss,4061,6,246,1374,113.7
46,Male,187,83.9,24.0,Muscle Gain,2814,7,490,5026,84.5
42,Male,180,114.6,35.4,Weight Loss,3264,7,406,6041,110.6
50,Female,180,60.5,18.7,Maintenance,1320,2,198,442,60.3
49,Female,147,77.1,35.7,General Fitness,1849,0,0,0,76.1
52,Female,168,103.4,36.6,Maintenance,1718,0,0,0,103.6
55,Male,199,41.8,10.6,Muscle Gain,4736,6,360,5268,43.7
43,Female,161,112.2,43.3,Muscle Gain,1991,2,100,1718,112.7
28,Female,183,123.6,36.9,Maintenance,4764,3,159,1827,122.9
52,Female,170,79.9,27.6,Muscle Gain,4283,7,707,1736,80.9
25,Female,148,84.8,38.7,Muscle Gain,2808,2,76,1048,86.1
31,Male,199,125.1,31.6,Weight Loss,4000,6,306,4122,122.0
27,Female,189,117.6,32.9,General Fitness,4274,2,66,994,116.9
19,Female,156,68.8,28.3,Maintenance,1716,2,212,1946,68.5
26,Male,145,72.4,34.4,Weight Loss,1984,4,128,1520,69.9
20,Female,165,107.9,39.6,Muscle Gain,2939,3,171,963,109.5
38,Female,163,96.3,36.2,Weight Loss,1895,1,119,323,96.4
43,Male,165,56.2,20.6,General Fitness,2176,6,264,3912,55.9
25,Male,196,71.0,18.5,Maintenance,4753,2,74,930,71.1
19,Male,162,130.0,49.5,General Fitness,4500,6,462,1362,129.6
23,Female,187,108.8,31.1,General Fitness,2776,1,117,458,108.1
45,Female,196,138.6,36.1,Weight Loss,3334,3,243,828,137.1
46,Male,147,116.7,54.0,Weight Loss,3804,7,588,4417,113.4
43,Male,193,134.2,36.0,General Fitness,4392,6,396,5430,133.5
42,Male,188,61.6,17.4,Muscle Gain,2459,2,66,468,61.6
29,Female,176,117.1,37.8,Maintenance,2615,7,588,4445,117.0
22,Female,154,42.0,17.7,Muscle Gain,3543,1,41,313,41.7
51,Male,184,107.1,31.6,Muscle Gain,4675,6,288,1566,107.6
54,Female,159,86.9,34.4,Maintenance,2172,5,540,1255,86.5
32,Male,149,74.7,33.6,Weight Loss,1541,1,86,315,73.2
53,Female,148,126.2,57.6,Muscle Gain,1634,3,198,738,128.0
32,Female,172,125.4,42.4,Weight Loss,4970,2,210,1274,124.4
60,Female,197,42.2,10.9,Maintenance,4553,4,448,2444,42.6
40,Female,196,101.0,26.3,Muscle Gain,2349,3,108,900,102.1
23,Male,195,76.8,20.2,Weight Loss,3986,7,588,3346,73.1
60,Female,197,81.6,21.0,Weight Loss,4100,4,228,1224,81.0
38,Female,148,123.2,56.2,Muscle Gain,4330,2,132,468,124.2
40,Male,159,71.0,28.1,Maintenance,1697,1,113,558,71.1
60,Female,161,134.3,51.8,General Fitness,2952,5,450,4995,133.5
33,Male,188,58.0,16.4,Weight Loss,3122,5,520,1005,56.7
32,Male,147,106.3,49.2,Maintenance,4628,6,408,5700,106.8
42,Female,154,107.2,45.2,Muscle Gain,2604,7,364,4837,108.9
53,Female,191,65.2,17.9,Weight Loss,1497,3,243,1413,64.2
28,Male,186,72.5,21.0,Weight Loss,4487,3,339,1029,70.2
32,Male,200,123.5,30.9,Weight Loss,4950,7,791,4438,120.5
21,Male,167,116.2,41.7,Maintenance,1721,3,120,1950,116.4
38,Female,162,72.9,27.8,Weight Loss,2774,0,0,0,72.0
30,Male,145,93.4,44.4,Weight Loss,2363,5,210,4660,90.3
39,Male,179,46.2,14.4,Muscle Gain,1307,5,530,3825,46.9
36,Male,197,60.9,15.7,Weight Loss,3751,2,140,854,59.8
51,Female,175,88.6,28.9,Maintenance,1883,0,0,0,88.4
31,Male,188,48.6,13.8,Muscle Gain,4686,3,132,1239,49.9
21,Female,145,124.3,59.1,General Fitness,2264,3,255,2541,124.1
44,Female,147,111.8,51.7,Muscle Gain,1252,7,581,3129,112.9
46,Male,147,134.4,62.2,Weight Loss,1935,4,240,2428,132.0
45,Female,181,109.3,33.4,General Fitness,2243,6,540,1512,109.4
52,Male,163,134.0,50.4,Muscle Gain,3444,0,0,0,134.9
25,Female,173,95.5,31.9,Weight Loss,4033,6,696,3078,91.6
33,Female,169,100.0,35.0,Muscle Gain,4407,1,89,573,101.0
59,Male,177,137.7,44.0,Maintenance,2752,6,492,1416,137.1
53,Male,180,104.2,32.2,Weight Loss,2737,5,575,4615,101.2
47,Male,173,43.1,14.4,Maintenance,2052,2,180,1446,42.8
35,Female,170,112.4,38.9,Weight Loss,1493,1,109,283,111.8
19,Female,148,130.5,59.6,Maintenance,1958,1,71,293,130.4
30,Male,193,119.6,32.1,General Fitness,3021,7,406,4298,119.2
21,Male,158,98.4,39.4,Maintenance,2747,2,226,1082,98.7
43,Female,194,107.1,28.5,Muscle Gain,4573,3,168,2754,107.9
42,Female,171,139.0,47.5,Weight Loss,2177,5,365,3745,137.0
47,Female,177,49.1,15.7,Muscle Gain,1991,7,238,4340,48.9
28,Male,166,106.7,38.7,Maintenance,4302,4,324,2188,107.3
24,Female,192,68.3,18.5,Weight Loss,3149,3,246,2742,65.2
48,Male,147,104.0,48.1,Maintenance,3874,6,486,5886,103.8
27,Female,167,100.8,36.1,General Fitness,3224,3,201,2358,100.2
56,Female,165,55.3,20.3,General Fitness,4764,0,0,0,55.5
30,Male,185,60.7,17.7,General Fitness,4031,7,574,2457,61.3
48,Male,167,102.2,36.6,Maintenance,1926,1,31,721,102.1
24,Male,148,52.8,24.1,Maintenance,3279,1,83,237,53.4
59,Female,165,66.5,24.4,General Fitness,3059,5,565,3130,65.7
59,Female,181,123.5,37.7,Maintenance,2209,6,636,1824,124.5
53,Female,187,72.7,20.8,Muscle Gain,3808,7,833,2548,73.8
37,Male,175,88.8,29.0,Maintenance,1931,1,64,743,87.9
21,Female,165,134.1,49.3,Muscle Gain,3313,7,525,2877,134.9
24,Male,170,62.7,21.7,General Fitness,2925,4,404,2900,62.4
18,Male,185,79.0,23.1,Maintenance,2158,4,432,3764,79.6
59,Male,179,100.6,31.4,General Fitness,1756,6,504,1986,100.2
30,Female,182,115.5,34.9,Weight Loss,2054,7,707,2457,113.3
39,Female,168,130.2,46.1,Maintenance,4930,4,160,1180,130.9
38,Male,155,131.5,54.7,Maintenance,1455,2,116,1404,130.6
39,Female,185,117.7,34.4,General Fitness,1258,6,588,4326,116.3
45,Male,173,62.8,21.0,General Fitness,4175,5,460,2865,63.2
26,Male,191,42.5,11.6,General Fitness,1430,4,304,860,41.9
43,Female,199,78.4,19.8,Weight Loss,4453,7,252,6146,74.3
26,Male,147,54.2,25.1,Weight Loss,3516,0,0,0,52.7
32,Male,145,111.0,52.8,General Fitness,4584,0,0,0,111.4
27,Female,196,106.1,27.6,Maintenance,2964,3,279,1824,105.9
41,Male,198,44.4,11.3,Maintenance,2973,3,123,618,44.5
59,Male,163,123.7,46.6,General Fitness,4278,5,205,4475,123.6
25,Male,190,64.9,18.0,Muscle Gain,1646,6,390,2664,66.0
41,Male,193,83.2,22.3,Weight Loss,1446,3,174,2379,80.1
33,Male,166,106.8,38.8,Weight Loss,3830,3,120,2526,104.2
43,Male,158,82.9,33.2,Muscle Gain,2112,0,0,0,84.8
44,Male,193,84.1,22.6,General Fitness,1194,3,297,1962,84.3
54,Female,158,46.6,18.7,Maintenance,2437,7,798,5495,46.9
21,Female,188,80.1,22.7,Maintenance,2145,0,0,0,80.2
41,Male,160,116.5,45.5,Weight Loss,3509,4,304,1084,114.6
36,Male,177,131.5,42.0,Muscle Gain,2139,4,248,1436,132.7
53,Female,157,81.3,33.0,Maintenance,1195,5,550,1430,82.1
56,Female,182,82.4,24.9,Weight Loss,3083,2,192,1200,80.5
27,Female,193,110.3,29.6,Maintenance,3114,3,216,1983,109.9
42,Female,156,134.3,55.2,Maintenance,1644,4,188,2912,135.1
35,Female,199,66.7,16.8,Maintenance,4352,4,412,1152,67.7
36,Male,195,84.0,22.1,Weight Loss,4550,6,492,5160,80.3
53,Female,182,119.6,36.1,Muscle Gain,2034,5,340,1025,120.2
27,Female,183,101.0,30.2,General Fitness,2753,7,707,5565,100.4
50,Female,177,51.1,16.3,Muscle Gain,1321,1,63,283,52.0
22,Male,177,102.8,32.8,Maintenance,2691,1,66,449,103.0
52,Male,173,58.7,19.6,Muscle Gain,3287,5,350,4325,60.2
51,Male,149,91.0,41.0,Maintenance,2016,0,0,0,89.9
50,Male,150,92.9,41.3,Weight Loss,4131,2,78,542,90.8
38,Male,175,127.6,41.7,Weight Loss,1649,6,414,4920,123.4
34,Male,160,86.2,33.7,Weight Loss,3609,6,282,1866,83.9
39,Female,175,67.9,22.2,Maintenance,2702,5,270,1855,68.4
54,Male,169,63.1,22.1,Muscle Gain,3212,7,490,6286,63.1
32,Male,192,127.4,34.6,General Fitness,1830,1,65,996,126.6
52,Female,190,57.1,15.8,General Fitness,1188,2,62,944,56.9
45,Male,177,82.6,26.4,Weight Loss,2510,4,448,2916,80.1
24,Female,157,58.7,23.8,General Fitness,1091,5,515,4395,58.1
49,Female,196,117.3,30.5,Maintenance,4877,0,0,0,117.0
28,Male,154,87.4,36.9,Muscle Gain,2911,2,192,562,88.3
27,Female,168,75.1,26.6,General Fitness,3336,1,82,274,75.6
26,Female,154,76.1,32.1,General Fitness,4580,4,192,2512,76.5
31,Female,185,125.2,36.6,Muscle Gain,4146,5,275,3295,126.1
30,Female,175,95.4,31.2,General Fitness,2580,6,498,3270,94.8
42,Male,157,111.8,45.4,Muscle Gain,4499,3,240,1344,113.6
19,Female,147,129.7,60.0,Maintenance,2408,6,324,5052,129.8
52,Male,194,130.2,34.6,Maintenance,4124,7,322,4102,130.2
24,Female,196,72.9,19.0,Maintenance,1174,7,721,6384,73.1
38,Female,178,135.2,42.7,Weight Loss,2696,6,540,3372,131.4
35,Female,193,42.5,11.4,Maintenance,4650,4,300,1980,43.0
20,Male,172,77.7,26.3,General Fitness,1473,1,84,267,77.7
59,Male,163,129.6,48.8,Weight Loss,2934,5,395,3185,125.9
56,Male,167,67.5,24.2,Weight Loss,4432,1,104,731,65.0
58,Female,189,67.3,18.8,Weight Loss,1269,3,120,2946,64.8
28,Female,176,70.3,22.7,Maintenance,3044,7,287,5628,69.0
56,Female,157,101.2,41.1,Weight Loss,3454,6,414,1992,98.7
41,Female,177,83.8,26.7,Maintenance,4195,4,308,1976,83.2
36,Male,178,112.7,35.6,Maintenance,1693,2,170,990,113.3
21,Female,177,129.5,41.3,Weight Loss,1375,2,74,1692,126.8
43,Male,200,107.4,26.8,Weight Loss,2415,4,468,928,104.6
55,Female,149,60.4,27.2,General Fitness,3229,7,301,4011,59.4
59,Male,200,133.3,33.3,Weight Loss,3083,2,232,462,131.1
49,Male,147,66.4,30.7,Maintenance,2235,6,510,4524,67.2
56,Female,151,55.0,24.1,General Fitness,4967,7,581,3528,55.7
53,Female,168,49.0,17.4,General Fitness,2971,5,230,4960,48.0
57,Male,166,96.3,34.9,Maintenance,1133,4,296,1228,95.9
54,Female,189,51.4,14.4,Weight Loss,3912,4,136,1180,50.4
50,Female,167,53.9,19.3,Weight Loss,1923,1,32,265,52.2
53,Male,174,70.0,23.1,Muscle Gain,1689,0,0,0,71.3
20,Male,162,68.2,26.0,Weight Loss,2701,1,113,429,67.2
26,Male,176,100.4,32.4,Muscle Gain,4997,2,98,1864,101.3
25,Male,200,121.7,30.4,General Fitness,3029,0,0,0,121.6
50,Female,197,116.1,29.9,General Fitness,3538,4,200,2404,116.0
23,Male,151,66.2,29.0,General Fitness,2872,2,218,1978,65.7
58,Male,177,64.5,20.6,Muscle Gain,1840,7,434,2086,64.5
56,Male,149,136.6,61.5,Maintenance,1987,3,102,1410,137.7
21,Female,193,40.8,11.0,Maintenance,2461,2,106,1948,40.4
30,Male,172,128.0,43.3,General Fitness,1838,0,0,0,127.5
19,Female,152,60.0,26.0,Muscle Gain,4117,0,0,0,61.2
22,Male,159,134.7,53.3,Muscle Gain,3715,4,220,2908,135.4
44,Male,196,74.2,19.3,General Fitness,4472,5,590,1840,73.9
49,Female,148,84.0,38.3,Weight Loss,4559,3,186,660,83.3
38,Male,178,110.7,34.9,General Fitness,4067,4,188,2956,110.8
25,Male,149,98.8,44.5,Muscle Gain,3479,3,141,2382,100.1
55,Female,177,71.8,22.9,Weight Loss,2451,3,201,2952,68.9
25,Male,149,95.4,43.0,Maintenance,1747,4,248,2384,95.2
20,Male,182,113.1,34.1,Weight Loss,3875,6,336,1410,112.1
20,Male,178,44.2,14.0,Maintenance,4643,2,156,1388,43.7
39,Male,170,41.1,14.2,Muscle Gain,3564,7,553,3591,42.0
23,Female,145,85.8,40.8,General Fitness,3509,1,44,689,84.9
19,Male,148,53.2,24.3,General Fitness,1965,3,318,1425,52.8
40,Female,183,106.4,31.8,General Fitness,2926,7,567,3024,106.0
19,Male,198,61.4,15.7,General Fitness,3038,6,582,4890,61.3
55,Female,170,83.3,28.8,General Fitness,3228,0,0,0,83.6
34,Male,177,59.8,19.1,Muscle Gain,1144,4,216,820,61.1
52,Female,177,94.8,30.3,Muscle Gain,2850,5,525,3670,94.9
51,Male,152,51.6,22.3,General Fitness,4336,6,630,5286,51.9
40,Female,164,42.3,15.7,Weight Loss,1734,2,108,1726,41.2
47,Female,160,45.1,17.6,General Fitness,3453,7,434,3101,44.8
25,Male,165,135.4,49.7,Maintenance,3860,6,534,2640,135.6
39,Female,189,54.2,15.2,Maintenance,4016,3,198,2916,54.2
53,Male,199,110.8,28.0,Maintenance,4002,5,360,3785,111.7
22,Male,200,46.8,11.7,Maintenance,4919,6,228,2832,48.1
30,Male,170,50.8,17.6,General Fitness,3531,2,86,548,51.6
46,Male,167,90.9,32.6,Maintenance,3529,7,224,3374,90.1
48,Male,162,86.5,33.0,Weight Loss,4308,6,588,5442,82.2
